Artikel,Tag,Value
10,Objek,obat penurun tekanan darah
10,Penyebab,terpapar pengawet atau pewarna makanan
10,Penyebab,stress
10,Penyebab,konsumsi alkohol dan kafein
10,Penyebab,gangguan tiroid
10,Tindakan,15â€“20% orang di seluruh dunia mengalami biduran sepanjang hidupnya
10,Tindakan,lebih sering terjadi pada wanita dan anak-anak
10,Penyakit,biduran
10,Tindakan,mudah untuk ditangani
10,Tindakan,konsumsi obat
10,Objek,antihistamin
10,Tindakan,kompres dingin pada area yang mengalami biduran
10,Outcome,mengurangi keluhan gatal
10,Penyakit,biduran
10,Penyebab,alergi dingin
10,Penyebab,alergi dingin
10,Tindakan,penggunaan kompres dingin tidak boleh dilakukan
10,Tindakan,hindari produk yang bersifat iritan
10,Outcome,reaksi alergi
10,Objek,pelembap atau body lotion
10,Tindakan,hindari berjemur di bawah terik matahari
10,Tindakan,hindari penggunaan pakaian
10,Objek,berbahan dasar wol
10,Tindakan,gunakan pakaian yang menyerap keringat dengan baik
10,Outcome,terasa nyaman
10,Tindakan,mengunjungi dokter
10,Gejala,biduran
10,Periode,beberapa hari
10,Prakondisi,tak kunjung membaik
10,Gejala,biduran
10,Prakondisi,semakin memburuk
10,Periode,waktu ke waktu
10,Gejala,ruam timbul disertai nyeri
10,Gejala,meninggalkan memar
10,Gejala,benar-benar mengganggu aktivitas
10,Periode,sehari-hari
10,Gejala,pusing berputar
10,Gejala,tenggorokan atau wajah menjadi bengkak
10,Gejala,sesak napas
10,Gejala,rasa tertekan di area dada
10,Penyebab,reaksi alergi
10,Tindakan,test alergi
10,Tindakan,pemeriksaaan
10,Outcome,menentukan kondisi yang mendasari biduran kronis
10,Tindakan,tes darah lengkap
10,Outcome,melihat apakah Anda menderita anemia atau tidak
10,Tindakan,pengambilan sampel feses
10,Outcome,mengetahui apakah terdapat infeksi di dalam usus
10,Tindakan,tes fungsi organ hati
10,Tindakan,tes fungsi tiroid
10,Tindakan,penghitungan tingkat antibodi di dalam darah
10,Tindakan,tes laju endap darah
10,Outcome,mengenali masalah dengan sistem kekebalan tubuh
10,Tindakan,konsultasi lanjut dengan dokter
10,Tindakan,pemeriksaan menyeluruh
10,Tindakan,penanganan lebih optimal
10,Penutup,demikian
10,Penutup,harapan
11,Pasien,wanita dewasa
11,Usia pasien,49 tahun
11,Penyakit,bagian perut sama dada ada bintik merah tapi tidak gatal
11,Pertanyaan,karena apa
11,Pembuka,terima kasih
11,Penyakit,bintik-bintik merah pada tubuh
11,Penyebab,alergi
11,Penyebab,infeksi
11,Penyebab,alergi
11,Penyebab,mekanisme alergi memang akan selalu muncul
11,Kapan,selama hal-hal yang menyebabkan alergi tersebut mengenai orang bersangkutan
11,Tindakan,dihindari
11,Tindakan,dicegah
11,Pertanyaan,apakah karena obat atau hal-hal tertentu
11,Tindakan,didiagnosis melalui pemeriksaan langsung
11,Tindakan,mengunjungi dokter
11,Gejala,bercak merah
11,Tindakan,pemeriksaan fisik
11,Penutup,demikian
11,Referensi,artikel
11,Referensi,jangan lakukan 5 hal ini pada kulit anda
11,Referensi,kulit sehat cerminan tubuh sehat
11,Penutup,terima kasih
11,Penutup,harapan
12,Pasien,pria remaja
12,Usia pasien,17 tahun
12,Pertanyaan,cara mengobati dan mengatasi
12,Penyakit,selangkangan gatal dan menghitam
12,Pembuka,perkenalan
12,Pembuka,simpati
12,Penyebab,infeksi jamur kulit
12,Penyakit,jamur yang mengenai daerah selangkangan
12,Penyebab,jamur dermatofita
12,Penyebab,candida
12,Penyebab,tinea kruris
12,Penyakit,jamur yang mengenai daerah selangkangan
12,Penyebab,jamur dermatofita
12,Penyebab,candida
12,Penyebab,tinea kruris
12,Prakondisi,penderita diabetes dan obesitas memiliki risiko lebih tinggi
12,Tindakan,mengalami gatal pada selangkangan
12,Penyebab,infeksi jamur
12,Penyebab,infeksi jamur mengenai daerah selangkangan atau sisi paha atas bagian dalam
12,Gejala,rasa gatal yang dapat hebat
12,Gejala,ruam berbatas tegas
12,Gejala,tepi meninggi yang dapat berupa bintil-bintil kemerahan
12,Gejala,bagian tengah menyembuh berupa daerah coklat kehitaman bersisik
12,Tindakan,garukan terus-menerus
12,Outcome,gambaran penebalan kulit
12,Tindakan,konsumsi antijamur
12,Objek,obat oles antijamur
12,Tindakan,pengobatan
12,Penyakit,infeksi jamur
12,Periode,2-4 minggu
12,Prakondisi,berkonsultasi terlebih dulu dengan dokter spesialis kulit dan kelamin
12,Tindakan,pemeriksaan langsung
12,Tindakan,penanganan
12,Tindakan,diagnosis yang hanya berdasarkan cerita tanpa dilihat langsung sangat berisiko
12,Tindakan,menjaga kebersihan daerah selangkangan
12,Tindakan,mandi
12,Kapan,2 kali sehari
12,Tindakan,mengganti pakaian dalam bila sudah lembab
12,Penyakit,infeksi jamur
12,Tindakan,menggaruk bagian yang terinfeksi
12,Tindakan,menyentuh bagaian tubuh lainnya sebelum mencuci tangan
12,Tindakan,mencuci tangan setelah menggaruk
12,Tindakan,mencuci dengan bersih setiap pakaian
12,Outcome,penularan
12,Penutup,terima kasih
12,Penutup,ajakan
12,Penutup,promosi
13,Pasien,wanita remaja
13,Usia pasien,19 tahun
13,Penyakit,bekas membiru (lebam)
13,Prakondisi,tidak terbentur
13,Pembuka,terima kasih
13,Pertanyaan,apakah mudah berdarah
13,Periode,dari dahulu
13,Periode,baru akhir-akhir ini saja
13,Pertanyaan,adakah riwayat mudah memar
13,Penyebab,tanpa diketahui
13,Pertanyaan,apakah ada keluarga yang mengalami hal seperti ini juga
13,Penyakit,mudah berdarah
13,Penyakit,mudah memar
13,Penyebab,gangguan pada trombosit
13,Penyebab,faktor koagulasi
13,Gejala,sering berdarah
13,Gejala,sering luka memar
13,Penyakit,ITP (Idiopathic Thrombocytopenic Purpura)
13,Penyakit,hemofilia
13,Penyakit,penyakit hati kronik
13,Penyakit,gangguan trombosit lainnya
13,Tindakan,berkonsultasi ke dokter spesialis penyakit dalam
13,Tindakan,diperiksakan laboratorium
13,Tindakan,pengobatan
13,Prakondisi,disesuaikan dengan penyebabnya
13,Penutup,sayang sekali
13,Tindakan,anamnesis
13,Tindakan,pemeriksaan fisik
13,Tindakan,pemeriksaan penunjang yang tepat
13,Penutup,demikian
13,Penutup,harapan
14,Pasien,wanita dewasa
14,Usia pasien,22
14,Tindakan,menggunakan obat jerawat
14,Objek,scarlett yg cream
14,Outcome,jerawat pasir
14,Tindakan,mencari digoogle
14,Pertanyaan,kalau begitu saya harus bagaimana
14,Pertanyaan,stop atau lanjut pemakaian nya
14,Pembuka,terima kasih
14,Pembuka,simpati
14,Tindakan,menggunakan cream
14,Outcome,muncul jerawat
14,Tindakan,stop
14,Tindakan,mengatasi jerawat
14,Objek,cream yang dijual bebas atau melalui e-commerce
14,Tindakan,penggunaan obat
14,Prakondisi,kondisi jerawat
14,Tindakan,menghindari makanan
14,Objek,berlemak
14,Outcome,optimal
14,Tindakan,memeriksakan langsung kondisi jerawat
14,Tindakan,diberikan penanganan yang sesuai dengan jenis jerawat
14,Penutup,demikian
14,Penutup,harapan
15,Pasien,pria remaja
15,Usia pasien,15 tahun
15,Penyakit,bekas gigitan serangga
15,Kapan,tadi siang
15,Tindakan,main
15,Penyebab,kegigit lalat besar dok
15,Pembuka,terima kasih
15,Pembuka,simpati
15,Gejala,luka bekas gigitan
15,Gejala,kemerahan
15,Gejala,tidak ada kemerahan
15,Gejala,bengkak
15,Tindakan,cuci area yang tergigit
15,Objek,air mengalir serta sabun
15,Tindakan,keringkan secara perlahan dengan handuk bersih
15,Tindakan,kompres bagian yang bengkak
15,Objek,kompres dingin
15,Periode,20 menit
15,Outcome,meredakan bengkak
15,Tindakan,dilakukan berulang kali
15,Periode,20 menit
15,Outcome,gatal
15,Tindakan,digigit serangga
15,Tindakan,diredakan juga dengan losion kalamin
15,Objek,krim hidrokortison
15,Prakondisi,tidak berkurang
15,Tindakan,konsultasi lanjut ke dokter
15,Penutup,demikian
15,Penutup,harapan
16,Pasien,pria dewasa
16,Usia pasien,21 tahun
16,Gejala,tangan kulit saya gatal
16,Tindakan,garuk
16,Penyakit,luka koreng
16,Pertanyaan,cara menyembuhkan dengan cara alami
16,Pembuka,terima kasih
16,Penyakit,penyakit kulit
16,Tindakan,didiagnosis berdasarkan pemeriksaan langsung
16,Prakondisi,lokasi
16,Penyakit,prurigo
16,Tindakan,dapat dialami setiap orang dalam segala usia
16,Prakondisi,ditemukan pada kisaran usia 20-60 tahun
16,Penyebab,tidak diketahui
16,Penyebab,gigitan serangga
16,Penyebab,kontak dengan pemicu alergi
16,Penyebab,faktor fisik
16,Penyebab,stres emosional
16,Penyebab,faktor psikologis lain
16,Penyebab,hormon
16,Penyebab,alergi makanan dan obat
16,Penyebab,tonsilitis
16,Penyebab,sinusitis kronik
16,Penyebab,anemia
16,Penyebab,riwayat keluarga dengan dermatitis atopic
16,Penyebab,belum diketahui
16,Tindakan,pengobatan
16,Tindakan,mengatasi keluhan-keluhan yang ada
16,Tindakan,menghindari hal-hal tersebut
16,Penyakit,prurigo
16,Tindakan,pengobatan
16,Objek,steroid
16,Objek,topikal
16,Tindakan,injeksi pada lesi
16,Objek,antihistamin
16,Objek,obat antidepresi
16,Tindakan,pilih sabun mandi yang mengandung banyak moisturizer dengan sedikit busa
16,Tindakan,gunakan pelembab
16,Tindakan,hindari penggunaan sabun mandi yang mengandung antiseptic
16,Outcome,kulit semakin kering
16,Tindakan,jagalah daerah yang gatal
16,Tindakan,garukan
16,Tindakan,gesekan
16,Tindakan,menggunakan pakaian yang dapat menutupi lengan dan tungkainya
16,Penyakit,bekas luka
16,Prakondisi,menghilang secara perlahan
16,Tindakan,pengolesan steroid
16,Kapan,satu kali pada malam hari
16,Outcome,menghilangkan bekas luka
16,Tindakan,menjaga kesehatan kulit
16,Penyakit,prurigo
16,Artikel,artikel lain
16,Referensi,cara alami menyembuhkan luka dengan cepat
16,Referensi,ketahui penyebab luka sulit sembuh
16,Penutup,terima kasih
16,Penutup,harapan
17,Pasien,wanita dewasa
17,Usia pasien,20
17,Periode,sejak 2016
17,Tindakan,cobain pakai salah satu merk lipstip
17,Gejala,makan mie ngerasa gatelâ€
17,Gejala,bibir bengkak ada bentolâ€
17,Gejala,bibirnya kaku
17,Gejala,sesek napas
17,Tindakan,konsul juga dengan salah satu dokter di daerah Jakarta
17,Outcome,alergi sm mie
17,Gejala,makan mie pasti timbul gejala yang sama
17,Periode,beberapa hari
17,Gejala,bengkak
17,Gejala,kaku dibibir
17,Periode,beberapa minggu
17,Periode,4 tahun
17,Tindakan,ngga pernah makan mie
17,Pertanyaan,kandungan apa dari mie yang sebenernya membuat saya akhirnya timbul gejalaâ€ tersebut
17,Penutup,terima kasih
17,Pembuka,terima kasih
17,Pembuka,simpati
17,Penyakit,alergi
17,Tindakan,tes alergi
17,Outcome,menentukan penyebab alergi
17,Prakondisi,dilakukan wawancara yang teliti mengenai timbulnya alergi pada anak Anda
17,Tindakan,tes tusuk kulit
17,Tindakan,memeriksa alergi terhadap alergen yang dihirup
17,Objek,debu
17,Objek,susu
17,Objek,33 jenis alergen
17,Tindakan,prosedur
17,Prakondisi,usia anak minimal 3 tahun
17,Prakondisi,sehat
17,Prakondisi,tidak baru meminum obat yang mengandung antihistamin
17,Periode,3-7 hari
17,Tindakan,tes dilakukan di kulit lengan bawah sisi dalam
17,Tindakan,kulit diberi alat khusus
17,Objek,ekstrak alergen
17,Tindakan,diletakkan di atas kulit
17,Tindakan,diteteskan
17,Tindakan,ekstrak alergen berupa bahan-bahan alami
17,Objek,berbagai jenis makanan
17,Objek,tepung sari
17,Tindakan,tidak menggunakan jarum suntik biasa
17,Objek,jarum khusus
17,Outcome,tidak mengeluarkan darah atau luka
17,Outcome,tidak menyakitkan
17,Tindakan,hasil tes
17,Periode,15 menit
17,Prakondisi,positif alergi
17,Outcome,timbul bentol merah yang gatal di kulit
17,Tindakan,tes ini harus dilakukan oleh dokter yang betul-betul ahli di bidang alergi-imunologi
17,Tindakan,tehnik dan interpretasi
17,Penutup,demikian
17,Penutup,harapan
18,Pasien,wanita remaja
18,Usia pasien,18 tahun
18,Penyebab,terkena cacar dan sudah sembuh
18,Penyakit,bekas cacar yang tersisa
18,Pertanyaan,apakah ada obat atau salep
18,Outcome,menghilangkan bekas cacar yang tersisa
18,Pembuka,terima kasih
18,Tindakan,tindakan medis
18,Tindakan,menghilangkan bekas cacar air
18,Prakondisi,berkonsultasi dengan dokter
18,Tindakan,filler
18,Tindakan,filler
18,Outcome,menambah bentuk pada kulit yang terdapat bekas
18,Tindakan,metode
18,Tindakan,penangangan bekas luka yang dalam
18,Tindakan,menyuntikkan bahan filler
18,Objek,lemak
18,Objek,asam hialuronat
18,Tindakan,mengisinya
18,Tindakan,bahan filler
18,Outcome,hancur
18,Tindakan,mengulang suntik filler
18,Kapan,setiap enam bulan berikutnya
18,Tindakan,dermabrasi
18,Tindakan,mikrodermabrasi
18,Tindakan,teknik
18,Outcome,memperbaiki kulit
18,Penyebab,bekas luka
18,Tindakan,mikrodermabrasi
18,Tindakan,mengeluarkan
18,Objek,partikel zink oksida
18,Objek,sodium bikarbonat
18,Outcome,melonggarkan dan melenyapkan bekas luka
18,Tindakan,alat
18,Tindakan,menyikat area bekas luka
18,Tindakan,menggunakan vakum
18,Tindakan,membuang sisa perawatan pada kulit
18,Tindakan,dermabrasi
18,Objek,sikat yang dapat berputar secara cepat
18,Tindakan,membuang lapisan kulit atas
18,Tindakan,area bekas luka yang lebih dalam
18,Tindakan,chemical peeling
18,Tindakan,dermabrasi
18,Tindakan,peeling kimiawi
18,Tindakan,membuang lapisan kulit mati paling atas
18,Tindakan,menggunakan bahan kimia
18,Tindakan,menghancurkannya
18,Tindakan,metode
18,Objek,bahan asam yang kuat
18,Prakondisi,lapisan kulit bawah yang baru dapat naik
18,Outcome,kulit tampak lebih cerah
18,Outcome,bekas luka tak terlihat kembali
18,Outcome,kulit akan lebih sensitif
18,Outcome,tampak mengelupas
18,Periode,selama beberapa hari
18,Tindakan,chemical peeling
18,Tindakan,microneedling
18,Tindakan,memberikan obat bius oles
18,Tindakan,microneedling
18,Objek,alat kecil yang memiliki banyak jarum sangat kecil
18,Tindakan,di-roll berulang kali pada area yang perlu ditusuk
18,Tindakan,jarum akan menstimulasi sel kulit
18,Outcome,membentuk kolagen
18,Outcome,kulit akan tampak lebih mulus
18,Tindakan,microneedling
18,Kapan,beberapa kali
18,Tindakan,terapi laser
18,Tindakan,terapi laser
18,Outcome,membantu menghilangkan bekas luka cacar
18,Tindakan,sinar energi tinggi
18,Outcome,mengurangi tampilan bekas luka
18,Prakondisi,kulit Anda berwarna gelap
18,Tindakan,hati-hati bila ingin memlilih laser
18,Tindakan,tindakan ini
18,Outcome,hipopigmentasi
18,Tindakan,memastikan kondisi kulit
18,Tindakan,pilihan terapi terbaik
18,Tindakan,konsul dengan Dokter Spesialis Kulit dan Kelamin
18,Tindakan,dianalisa
18,Prakondisi,kedalaman bekas kehitaman
18,Prakondisi,jenis kulit
18,Prakondisi,reaksi alergi
18,Tindakan,dipilihkan jenis krim
18,Prakondisi,sesuai untuk kondisi kulit Anda
18,Tindakan,harga dari setiap tindakan pun sangat bervariasi pada setiap lokasi dilakukannya perawatan
18,Penutup,demikian
18,Penutup,harapan
19,Pasien,pria remaja
19,Usia pasien,19 tahun
19,Penyakit,jerawat
19,Pertanyaan,cara menghilangkan jerawat
19,Tindakan,sudah hilang
19,Outcome,tumbuh kembali
19,Outcome,di tempat yang sama
19,Pembuka,terima kasih
19,Penyakit,jerawat
19,Penyebab,belum diketahui
19,Penyebab,berbagai faktor
19,Penyebab,stress
19,Penyebab,faktor hormonal
19,Penyakit,jerawat
19,Penyebab,meningkatnya produksi hormon testosteron
19,Penyebab,hormon testosteron
19,Outcome,jerawat
19,Tindakan,merangsang kelenjar minyak (sebaceous gland)
19,Outcome,memproduksi minyak kulit (sebum) secara berlebihan
19,Penyebab,kelenjar minyak yang terlalu aktif
19,Penyebab,keturunan dari orangtua
19,Penyebab,bakteri di pori-pori kulit
19,Penyakit,jerawat
19,Penyakit,jerawat
19,Outcome,menghilangkan jerawat
19,Tindakan,rajin mencuci muka
19,Kapan,2x sehari
19,Objek,sabun yang tidak banyak menghasilkan busa
19,Tindakan,diet rendah lemak dan karbohidrati
19,Tindakan,hidup teratur
19,Tindakan,olahraga
19,Kapan,3x/minggu
19,Periode,30 menit
19,Tindakan,hindari stress
19,Tindakan,gunakan kosmetik secukupnya
19,Tindakan,hindari kosmetik berbahan dasar minyak
19,Objek,foundation
19,Tindakan,hindari hal yang dapat memacu kelenjar minyak
19,Objek,alkohol
19,Tindakan,hindari polusi udara
19,Tindakan,hindari pemencetan jerawat
19,Outcome,memperberat erupsi
19,Gejala,kulit berminyak
19,Penyakit,jerawat
19,Prakondisi,pengendalian pola makan
19,Prakondisi,kebiasaan membersihkan wajah
19,Prakondisi,pengendalian stress
19,Tindakan,pengobatan jerawat
19,Outcome,mengurangi produksi minyak
19,Outcome,melawan infeksi bakteri
19,Outcome,mempercepat pergantian sel kulit
19,Outcome,mengurangi peradangan
19,Objek,obat-obatan jerawat
19,Periode,4-6 minggu pertama
19,Tindakan,pengobatan luar
19,Objek,obat-obatan minum
19,Tindakan,obat yang digunakan
19,Objek,retinoic acid
19,Penyakit,jerawat di daerah punggung
19,Objek,lotion yang mengandung sulfur
19,Tindakan,kasus yang berat
19,Objek,isotretinoin orak dan antibiotic oral
19,Outcome,iritasi
19,Outcome,efek samping
19,Tindakan,penggunannya harus berada di bawah pengawasan dokter
19,Tindakan,pengobatan jerawat
19,Prakondisi,derajat keparahan jerawat
19,Tindakan,mengunjungi dokter spesialis kulit dan kelamin
19,Prakondisi,analisa faktor-faktor yang menyebabkan jerawat
19,Penutup,demikian
19,Penutup,harapan
40,Pasien,Wanita
40,Usia pasien,20 tahun
40,Gejala,bekas luka berubah menjadi putih
40,Pertanyaan,cara menghilangkan
40,Pembuka,salam
40,Tindakan,gunakan krim
40,Tindakan,gunakan chemical peeling
40,Objek,chemical peeling
40,Tindakan,gunakan mikrodermabrasi
40,Tindakan,gunakan laser
40,Outcome,"menyamarkan, menipiskan, menghilangkan bekas luka"
40,Tindakan,gunakan krim
40,Objek,krim hidrokuinon 2%
40,Prakondisi,bekas luka masih baru
40,Prakondisi,bekas luka tidak dalam
40,Prakondisi,diaplikasikan pada bekas luka
40,Kapan,malam hari
40,Tindakan,gunakan krim
40,Objek,chemical peeling
40,Objek,mikrodermabrasi
40,Objek,laser
40,Prakondisi,bekas luka lama
40,Prakondisi,dilakukan oleh dokter pengalaman
40,Tindakan,mengunjungi dokter spesialis kulit dan kelamin
40,Outcome,pemeriksaan fisik langsung
40,Penutup,terima kasih
40,Penutup,promosi
40,Penutup,harapan
41,Pasien,pria
41,Usia pasien,27 tahun
41,Gejala,telinga gatal
41,Gejala,luka melebar
41,Periode,beberapa hari
41,Pertanyaan,apakah membahayakan
41,Gejala,gatal
41,Penyebab,dermatitis
41,Penyebab,infeksi jamur
41,Penyebab,pityriasis rosea
41,Penyebab,psoriasis
41,Penyakit,dermatitis
41,Penyebab,faktor eksternal
41,Penyebab,bahan kimia
41,Penyebab,sinar matahari
41,Penyebab,makanan
41,Penyakit,Dermatitis atopi
41,Penyebab,alergi
41,Prakondisi,kulit kering
41,Penyakit,infeksi jamur
41,Gejala,gatal
41,Gejala,kulti merah
41,Gejala,rasa terbakar
41,Gejala,luka
41,Gejala,jerawat
41,Gejala,penebalan kulit
41,Tindakan,menghindari daerah lembab
41,Tindakan,mengeringkan daerah gatal
41,Tindakan,gunakan baju menyerap keringat
41,Tindakan,tidak berbagai handuk atau baju
41,Penyakit,dermatitis seborrhoeic
41,Penyebab,keringat
41,Gejala,gatal pada daerah berkeringat
41,Penyebab,jamur
41,Penyebab,kekurangan vitamin
41,Penyebab,genetis
41,Penyebab,hormonal
41,Tindakan,konsulstasi dokter kulit dan kelamin
41,Tindakan,pemeriksaan fisik langsung
41,Outcome,penangangan optimal
41,Penutup,demikian
42,Pasien,wanita
42,Usia pasien,19 tahun
42,Penyakit,break out
42,Gejala,tumbuh jerawat di pipi
42,Gejala,muncul bopeng
42,Gejala,jerawat sakit
42,Gejala,jerawat berbekas
42,Kapan,September 2020
42,Kapan,april
42,Pertanyaan,mengatasi jerawat dan bekasnya
42,Pembuka,terima kasih
42,Penyebab,stres
42,Penyebab,hormonal
42,Penyebab,hormon testosteron naik
42,Penyebab,kelenjar minyak terlalu aktif
42,Penyebab,bakteri pori pori
42,Tindakan,menucuci muka
42,Periode,2 kali sehari
42,Objek,sabun tidak banyak busa
42,Tindakan,diet rendah lemak dan karbohidrat
42,Tindakan,menjauhi gula
42,Tindakan,olahraga
42,Periode,3 kali seminggu
42,Periode,30 menit
42,Tindakan,menggunakan kosmetik secukupnya
42,Tindakan,menghindari kosemtik
42,Objek,kosmetik berbahan dasar minyak
42,Objek,foundation
42,Objek,bb cream
42,Objek,bedak padat
42,Tindakan,menghindari hal yang memicu produksi minyak
42,Objek,alkohol
42,Objek,makanan pedas
42,Objek,rokok
42,Tindakan,menghindari polusi udara
42,Tindakan,menghindari memecah jerawat
42,Outcome,mengatasi jerawat
42,Tindakan,bersabar selamat proses pengendalian
42,Objek,pola makan
42,Objek,rutinitas membersihkan wajah
42,Objek,pengendalian stress
42,Tindakan,menggunakan produk pengobatan jerawat
42,Periode,4-6 minggu
42,Objek,retionoic acid
42,Objek,benzoil perioksida
42,Objek,antibiotic topikal
42,Objek,antibiotic oles
42,Tindakan,menggunakan lotion
42,Objek,jerawat punggung
42,Objek,lotion dengan sulfur
42,Tindakan,menggunakan isotretinoin oral
42,Tindakan,menggunakan antibiotik oral
42,Prakondisi,kasus jerawat berat
42,Prakondisi,dengan pengawasan dokter
42,Tindakan,tidak berganti-ganti dokter
42,Tindakan,menggunakan hidrokuinon 2% pada bekas jerawat
42,Prakondisi,bergantung luas dan kedalamn bekas jerawat
42,Outcome,mengilangkan bekas jerawat
42,Tindakan,menggunakan retionoic acid
42,Kapan,pada malam hari
42,Periode,setiap hari
42,Outcome,menghilangkan komedo
42,Outcome,menghilangkan jerawat
42,Outcome,menghilangkan bekas jerawat
42,Outcome,mengecilkan pori-pori
42,Outcome,mencerahkan kulit
42,Outcome,jerawat dapat muncul awal penggunaan
42,Outcome,kulit menjadi merah
42,Outcome,kulti mengelupas
42,Outcome,mencerahkan kulit
42,Periode,3 bulan
42,Tindakan,hindari paparan sinar matahari
42,Prakondisi,menggunakan retionoic acid
42,Objek,sunblock SPF 30
42,Tindakan,memilih sunblock non-comedogenic
42,Outcome,menghindari komedo muncul
42,Tindakan,gunakan krim malam
42,Tindakan,gunakan chemical peeling
42,Tindakan,mikrodermabradasi
42,Outcome,menghilangkan bekas jerawat
42,Outcome,mempercepat regenerasi kulti
42,Outcome,menumbuhkan sel-sel kulit baru
42,Tindakan,kunjungi dokter spesialis kulit dan kelamin
42,Outcome,mendapatkan hasil analisa kulit
42,Outcome,mendapatkan rekomendasai produk
42,Penutup,anjuran
42,Penutup,sekian
42,Penutup,salam
43,Pasien,wanita
43,Usia pasien,24 tahun
43,Gejala,muncul rambut halus seperti komedo
43,Pertanyaan,apa Namanya
43,Pembuka,salam
43,Pembuka,simpati
43,Gejala,rambut halus tumbuh
43,Penyebab,hormon testosterone tinggi
43,Gejala,komedo terlihat seperti whitehead
43,Penyebab,ujung rambut terdapat folikel akar rambut yang putih
43,Gejala,komedo muncul
43,Penyebab,"sumbatan pori-pori oleh sebum, dan kotoran"
43,Tindakan,jaga kebersihan
43,Outcome,pori-pori tidak tersumbat
43,Outcome,tidak muncul komedo
43,Outcome,tidak muncul komedo
43,Penutup,sekian
43,Penutup,salam
44,Pasien,pria
44,Usia pasien,22 tahun
44,Penyakit,break out
44,Gejala,jerawat sulit hilang
44,Gejala,jerawat sering muncul
44,Pertanyaan,mengatasi jerawat
44,Pertanyaan,apa obat jerawat ampuh
44,Pembuka,salam
