Artikel,Tag,Value
44,Pembuka,simpati
44,Penyebab,stres
44,Penyebab,hormonal
44,Penyebab,hormon testosteron naik
44,Penyebab,kelenjar minyak terlalu aktif
44,Penyebab,bakteri pori pori
44,Tindakan,menucuci muka
44,Periode,2 kali sehari
44,Objek,sabun tidak banyak busa
44,Tindakan,diet rendah lemak dan karbohidrat
44,Tindakan,menjauhi gula
44,Tindakan,olahraga
44,Periode,3 kali seminggu
44,Periode,30 menit
44,Tindakan,menggunakan kosmetik secukupnya
44,Tindakan,menghindari kosemtik
44,Objek,kosmetik berbahan dasar minyak
44,Objek,foundation
44,Objek,bb cream
44,Objek,bedak padat
44,Tindakan,menghindari hal yang memicu produksi minyak
44,Objek,alkohol
44,Objek,makanan pedas
44,Objek,rokok
44,Tindakan,menghindari polusi udara
44,Tindakan,menghindari memecah jerawat
44,Outcome,mengatasi jerawat
44,Tindakan,bersabar selamat proses pengendalian
44,Objek,pola makan
44,Objek,rutinitas membersihkan wajah
44,Objek,pengendalian stress
44,Tindakan,menggunakan produk pengobatan jerawat
44,Periode,4-6 minggu
44,Objek,retionoic acid
44,Objek,benzoil perioksida
44,Objek,antibiotic topikal
44,Objek,antibiotic oles
44,Tindakan,menggunakan lotion
44,Objek,jerawat punggung
44,Objek,lotion dengan sulfur
44,Tindakan,menggunakan isotretinoin oral
44,Tindakan,menggunakan antibiotik oral
44,Prakondisi,kasus jerawat berat
44,Prakondisi,dengan pengawasan dokter
44,Tindakan,tidak berganti-ganti dokter
44,Outcome,menghindari mengulangi perawatan
44,Penutup,anjuran
44,Tindakan,mengunjungi dokter spesialis kulit dan kelamin
44,Outcome,mendapatkan terapi sesuai kondisi kulit
44,Penutup,terima kasih
44,Penutup,promosi
44,Penutup,harapan
45,Pasien,pria
45,Usia pasien,22 tahun
45,Gejala,gatal seluruh tubuh
45,Gejala,kaki dan tangan memerah
45,Gejala,bengkak
45,Gejala,muncul bintik merah
45,Penyebab,terkena sinar matahari / panas
45,Pertanyaan,penyakit apa
45,Pembuka,salam
45,Pembuka,simpati
45,Gejala,gatal
45,Tindakan,periksa fisik langsung
45,Outcome,mendapatkan diagnose paling akurat
45,Penyebab,kontak dengan alergan
45,Penyebab,"faktor fisik (panas, dingin, cahaya)"
45,Penyebab,level stress
45,Penyebab,faktor psikologi
45,Penyebab,faktor hormone
45,Penyebab,alergi makanan
45,Penyebab,alergi obat
45,Penyebab,infeksi
45,Penyakit,tonsilitis
45,Penyakit,sinusitis
45,Penyebab,kekurangan zat besi
45,Penyebab,dermatitis atopic turunan
45,Penyebab,asma turunan
45,Penyebab,alergi turunan
45,Tindakan,menggunakan sabun bayi
45,Outcome,melembabkan kulit
45,Tindakan,menggunakan pelembab pada tangan
45,Outcome,melembabkan tangan
45,Tindakan,menghindari sabutn antiseptic
45,Outcome,mendhindari kulit kering
45,Tindakan,menghindari gesekan dan garukan pada area gatal
45,Tindakan,gunakan pakaian menutup lengan
45,Tindakan,gunakan pakaian menyerap keringat
45,Tindakan,menghindari materi pemicu gatal
45,Objek,materi wool
45,Tindakan,konsumsi antihistamin
45,Prakondisi,dengan resep dokter
45,Tindakan,menaburi bedak
45,Objek,bedak menthol / asam salisilat dosis rendah
45,Outcome,mengurangi rasa gatal
45,Tindakan,periksa ke dokter spesialis kulit dan kelamin
45,Outcome,mendapatkan terapi paling sesuai
45,Penutup,anjuran
45,Penutup,sekian
45,Penutup,harapan
46,Pasien,pria
46,Usia pasien,21 tahun
46,Gejala,tiba tiba muncul ruam di tangan kanan
46,Gejala,ruam sakit apabila disentuh
46,Pertanyaan,penyebabnya apa
46,Pembuka,terima kasih
46,Pembuka,simpati
46,Penyebab,tergaruk tidak sengaja
46,Penyebab,lecet
46,Penyebab,kontrak dengan alergan
46,Penyebab,infeksi jamur
46,Penyebab,dermatitis atopic
46,Penyebab,psoriasis
46,Penyebab,bekas luka
46,Penyebab,gigitan serangga
46,Penyebab,kulit kering
46,Penyebab,skabies
46,Tindakan,periksa ke dokter kulit
46,Outcome,mendapatkan diagnosis yang tepat
46,Tindakan,mengoleskan betadine
46,Prakondisi,terdapat luka
46,Objek,betadine
46,Tindakan,hindari menggaruk atau menyentuh bagian gatal
46,Outcome,menghindari infeksi
46,Penutup,anjuran
46,Penutup,sekian
46,Penutup,salam
47,Pasien,anak
47,Gejala,gatal di seluruh tubuh
47,Gejala,kemerahan
47,Gejala,ber air
47,Periode,3 tahun
47,Pertanyaan,penyebabnya apa
47,Pertanyaan,perlukah tes darah
47,Pertanyaan,perlukah tes alergi
47,Pembuka,terima kasih
47,Pembuka,simpati
47,Penyakit,campak
47,Penyakit,campak jerman
47,Penyakit,roseola
47,Penyebab,infeksi virus
47,Gejala,demam
47,Gejala,batuk
47,Gejala,pilek
47,Penyakit,dermatitis atopik
47,Penyebab,alergi
47,Penyebab,genetik
47,Gejala,rasa gatal
47,Penyebab,alergen makanan
47,Objek,susu sapi
47,Objek,produk olahan susu sapi
47,Objek,makanan laut
47,Objek,kacang-kacangan
47,Objek,telur
47,Penyebab,alergen hirup
47,Objek,tungau
47,Objek,debu rumah
47,Objek,bulu binatang
47,Penyebab,infeksi Staphylococcus aureus
47,Penyebab,infeksi virus
47,Penyebab,infeksi jamur
47,Penyebab,stres
47,Penyebab,perubahan suhu
47,Penyebab,perubahan kelembapan
47,Penyebab,infeksi bakteri
47,Penyebab,kontak dengan materi iritan
47,Tindakan,melakukan pemeriksaan alergi
47,Objek,skin prick test
47,Objek,tes darah
47,Outcome,mendeteksi antibody dan rekasi alergi
47,Penutup,anjuran
47,Penutup,sekian
47,Penutup,harapan
48,Pasien,Wanita
48,Usia pasien,24 tahun
48,Pertanyaan,cara memutihkan kulit
48,Penyebab,genetik
48,Objek,melanin
48,Penyebab,paparan sinar matahari
48,Tindakan,tidak disarankan pemutihan badan
48,Outcome,tidak menghambat aktivitas melanin
48,Outcome,tidak mempengaruhi kemampuan melindungi kulit
48,Tindakan,menghindari kulit kusam
48,Outcome,kulit terlihat sehat dan cerah
48,Tindakan,mandi rutin
48,Tindakan,bersihkan wajah dengan pembersih
48,Prakondisi,pembersih sesuai jenis kulit
48,Kapan,setelah beraktivitas
48,Kapan,sebelum tidur
48,Tindakan,menggunakan serum
48,Objek,serum
48,Tindakan,menggunakan pelembab
48,Objek,pelembab
48,Objek,vitamin c
48,Kapan,pagi hari
48,Tindakan,menggunakan tabir surya
48,Objek,tabir surya SPF minimal 30
48,Prakondisi,setelah menggunakan serum
48,Prakondisi,setelah menggunakan pelembab
48,Periode,tiap dua jam
48,Tindakan,gunakan krim malam
48,Outcome,mencerahkan kulit
48,Objek,hidrokuinon
48,Objek,retinoic acid
48,Objek,kojic acid
48,Tindakan,minum air putih
48,Objek,air putih 1.5 liter
48,Periode,tiap hari
48,Tindakan,pehatikan keseimbangan nutrisi harisan
48,Penutup,sekian
48,Penutup,salam
49,Pasien,wanita
49,Usia pasien,20 tahun
49,Penyakit,alergi
49,Gejala,bintik merah di lengan
49,Gejala,bintik tidak gatal
49,Periode,2 hari
49,Tindakan,minum obat anti alergi
49,Outcome,tidak ada perubahan
49,Pertanyaan,apakah membahayakan
49,Pertanyaan,apakah terinfeksi
49,Pembuka,salam
49,Pembuka,simpati
49,Gejala,bintik merah
49,Penyebab,alergi
49,Penyebab,infeksi jamur
49,Penyebab,infeksi virus
49,Penyebab,infeksi bakteri
49,Penyebab,infeksi parasit
49,Tindakan,pengobatan disesuaikan diagnosa
49,Penyakit,alergi
49,Tindakan,mengetahui kapan muncul
49,Tindakan,menghindari dan mencegah penyebab
49,Pertanyaan,obat yang menyebabkan
49,Tindakan,diagnosis langsung
49,Tindakan,mengunjungi dokter spesialis kulit dan kelamin
49,Outcome,pemeriksaan fisik langsung
49,Outcome,penanganan optimal
49,Penutup,terima kasih
49,Penutup,penwaran konsultasi lagi
49,Penutup,harapan
50,Pasien,anak
50,Usia pasien,9 tahun
50,Penyakit,campak
50,Gejala,badan panas tidak turun
50,Gejala,bintik kemerahan
50,Pertanyaan,kenapa
50,Pertanyaan,obatnya apa
50,Pembuka,terima kasih
50,Pembuka,simpati
50,Penyakit,biang keringat
50,Penyakit,alergi
50,Penyakit,campak jerman
50,Penyakit,rubella
50,Penyakit,campak 3 hari
50,Gejala,timbul bercak-bercak merah
50,Gejala,ruam yang gatal
50,Tindakan,konsulatsi ke dokter
50,Outcome,penanganan yang lebih tepat
50,Penyakit,demam berdarah
50,Gejala,bercak merah
50,Penyakit,demam dengue
50,Penyakit,demam berdarah dengue
50,Gejala,demam mendadak tingi
50,Periode,2-7 hari
50,Gejala,mual
50,Gejala,muntah
50,Gejala,nyeri pada sendi
50,Gejala,neyi kepala
50,Gejala,penurunan nafsu makan
50,Gejala,muncul bintik merrah
50,Gejala,pendarahan di gusi atau gigi
50,Penutup,anjuran
50,Tindakan,konsultasi dengan dokter
50,Outcome,mendapatkan penanganan yang optimal
50,Penutup,sekian
50,Penutup,salam
51,Pasien,anak
51,Usia pasien,1 tahun
51,Penyakit,demam
51,Penyebab,imunisasi campak
51,Tindakan,minum obat
51,Outcome,demam turun ketika minum obat saja
51,Gejala,demam kembali setelah obat habis
51,Pertanyaan,bagaimana
51,Pembuka,terima kasih
51,Pembuka,simpati
51,Gejala,demam tidak tinggi
51,Gejala,erupsi kulit halus
51,Gejala,pembekangkan kelenjar getah bening belakang telinga
51,Gejala,berikan menium lebih banyak
51,Objek,ASI
51,Objek,air buah
51,Tindakan,gunakan pakaian tipis
51,Prakondisi,apabila demam
51,Tindakan,kompres air dingin lokasi bekas suntikan
51,Tindakan,berikan parasetamol
51,Objek,parasetamol 15mg/kgbb
51,Tindakan,bawa ke dokter
51,Prakondisi,apabila gejala berat
51,Penutup,sekian
51,Penutup,harapan
51,Penutup,harapan
52,Pasien,anak
52,Usia pasien,9 bulan
52,Penyebab,imunisasi campak
52,Gejala,batuk dan pilek
52,Pertanyaan,apakah dapat menyebabkan
52,Pembuka,terima kasih
52,Gejala,demam tidak tinggi
52,Gejala,erupsi kulit halus
52,Gejala,pembekangkan kelenjar getah bening belakang telinga
52,Gejala,berikan menium lebih banyak
52,Objek,ASI
52,Objek,air buah
52,Tindakan,gunakan pakaian tipis
52,Prakondisi,apabila demam
52,Tindakan,kompres air dingin lokasi bekas suntikan
52,Tindakan,berikan parasetamol
52,Objek,parasetamol 15mg/kgbb
52,Tindakan,bawa ke dokter
52,Prakondisi,apabila gejala berat
52,Gejala,batuk pilek
52,Penyebab,infeksi virus
52,Penyebab,daya tahan tubuh turun
52,Penutup,sekian
52,Penutup,harapan
53,Pasien,anak
53,Usia pasien,3 tahun
53,Prakondisi,belum imunisasi campak
53,Pertanyaan,bagaimana pengaruh imunisasi campak terlambat
53,Pembuka,terima kasih
53,Penyakit,campak
53,Objek,paramyxovirus
53,Gejala,demam
53,Gejala,batuk
53,Gejala,pilek
53,Gejala,mata merah dan berair
53,Gejala,muncul ruam
53,Tindakan,segera lakukan imunisasi campak setelah anak 9 bulan
53,Outcome,supaya tidak terinfeksi campak
53,Penutup,sekian
53,Penutup,harapan
53,Penutup,salam
54,Pasien,anak
54,Usia pasien,15 bulan
54,Penyakit,Campak
54,Gejala,demam tanpa batuk dan pilek
54,Tindakan,mengunjungi dokter spesialis anak
54,Outcome,didiagnosa radang tenggorokan
54,Gejala,"muncul ruam di pipi, leher, badan dan punggung"
54,Pertanyaan,apakah terkena campak
54,Pertanyaan,apakah perlu dibawa ke dokter lagi
54,Pembuka,terima kasih
54,Pembuka,simpati
54,Penyakit,campak
54,Gejala,demam
54,Gejala,batuk
54,Gejala,pilek
54,Gejala,demam tinggi
54,Gejala,gangguan saluran pernapasan
54,Gejala,batuk
54,Gejala,hidung berair
54,Gejala,mata kemerahan dan berair
54,Gejala,bercak putih di rongga mulut
54,Gejala,ruam kemerahan pada bagian wajah dan leher
54,Gejala,"ruam kemerahan pada badan punggung, tangan, dan kaki"
54,Gejala,ruam bersifat gatal
54,Tindakan,berikan infus
54,Prakondisi,didiagnosa mengalami dehidrasi berat
54,Tindakan,berikan obat antipiretik
54,Objek,obat antipiretik
54,Outcome,"mengurangi gejala demam, pilek, hidung tersumbat"
54,Tindakan,berikan suplemen vitamin a
54,Objek,suplemen vitamin
54,Tindakan,mandi seperti biasa menggunakan air hangat atau biasa
54,Outcome,mengurangi rasa gatal
54,Tindakan,hindari menggosok handuk terlalu keras setelah mandi
54,Penutup,anjuran
54,Tindakan,konsultasi lebih lanjut ke dokter
54,Penutup,sekian
54,Penutup,harapan
55,Pasien,anak
55,Usia pasien,3.5 bulan
55,Penyakit,campak berulang
55,Gejala,terinfeksi campak berkali kali
55,Gejala,timbul ruam sekujur tubuh
55,Tindakan,mengunjungi dokter spesialis anak
55,Outcome,didiagnosa campak
55,Pertanyaan,bagaimana bisa terinfeksi campak berkali kali
55,Pertanyaan,apakah membahayakan
55,Pembuka,terima kasih
55,Penyakit,campak
55,Penyebab,virus campak
55,Prakondisi,sudah imunisasi campak
55,Prakondisi,turun kekebalan tubuh
55,Penyebab,infeksi virus
55,Tindakan,menambahkan makanan bergizi
55,Tindakan,memastikan istirahat cukup
55,Outcome,menaikan kekebalan tubuh
55,Penutup,sekian
55,Penutup,harapan
55,Penutup,salam
56,Pasien,anak
56,Usia pasien,10 tahun
56,Penyakit,ruam campak
56,Gejala,muncul ruam merah
56,Gejala,demam
56,Prakondisi,terdiagnosa campak
56,Pertanyaan,bagaimana penangannanya
56,Pembuka,terima kasih
56,Penyakit,campak
56,Gejala,panas badan
56,Gejala,nyeri tenggorokan
56,Gejala,hidung meler
56,Gejala,batuk
56,Gejala,bercak kolpik
56,Gejala,nyeri otot
56,Gejala,mata merah
56,Gejala,muncul bintik putih pada mulut bagiaN DALAM
56,Gejala,muncul ruam merah gatal
56,Gejala,demam panas tinggi
56,Gejala,kecapaian
56,Gejala,pilek
56,Gejala,batuk
56,Tindakan,perhatikan demam panas tinggi
56,Kapan,ketika ruam mulai muncul
56,Tindakan,mengunjungi dokster spesialis anak
56,Outcome,mendapatkan diagnosis yang sesuai
56,Penutup,anjuran
56,Penutup,sekian
56,Penutup,harapan
56,Penutup,salam
57,Pasien,pria
57,Usia pasien,38 tahun
57,Penyakit,rubella
57,Gejala,bercak bercak merah
57,Periode,3 hari
57,Pertanyaan,obat apa
57,Pertanyaan,pantangan makanan apa
57,Penyakit,rubella
57,Penyebab,infeksi virus rubella
57,Penyebab,infeksi melalui udara
57,Tindakan,diagnosa rubella secara klinis
57,Tindakan,diagnosa rubella melalui pemeriksaan lab
57,Outcome,mendapatkan diagnosa akurat
57,Penutup,sekian
57,Penutup,harapan
57,Penutup,salam
58,Pasien,pria
58,Usia pasien,20 tahun
58,Gejala,pipi bengkak
58,Gejala,mata bengkak
58,Gejala,panas dingin
58,Gejala,pusing
58,Gejala,pegal
58,Gejala,mata sakit
58,Pembuka,terima kasih
58,Pembuka,simpati
58,Penyakit,bengkak
58,Penyebab,alergi obat
58,Penyebab,alergi makanan
58,Tindakan,identifikasi obat atau makanan yang dikonsumsi
58,Outcome,mengetahui alergan yang menyebabkan
58,Tindakan,mengunjungi dokter
58,Outcome,mendapatkan diagnose yang tepat
58,Penutup,anjuran
58,Penutup,sekian
58,Penutup,salam
59,Pasien,anak
59,Usia pasien,11 bulan
59,Penyakit,campak
59,Pertanyaan,apakah terkena campak
59,Pembuka,terima kasih
59,Penyakit,campak
59,Gejala,demam tinggi
59,Gejala,batuk
59,Gejala,pilek
59,Gejala,mata merah
59,Gejala,silau akibat cahaya
59,Gejala,diare
59,Gejala,muncul bintik kemerahan
59,Gejala,bintik terasa gatal
59,Gejala,bintik menghitam
59,Penyebab,virus campak
59,Tindakan,melakukan istirahat total
59,Outcome,mempercepat penyembuhan penyakit
59,Tindakan,memberikan obat-obat simtomatik
59,Objek,paracetamol
59,Objek,ibuprofen
59,Objek,obh
59,Objek,ctm
59,Objek,efedrin
59,Outcome,meredakan gejala penyakit
59,Tindakan,konsumsi vitamin c
59,Objek,vitamin c
59,Tindakan,memberikan cairan yang cukup
59,Outcome,mencegah dehidrasi
59,Tindakan,kunjungi dokter terdekat
59,Prakondisi,apabila gejala berat berkepanjangan
59,Outcome,mendapatkan penanganan lebih lanjut
59,Tindakan,kunjungi dokter spesialis anak
59,Outcome,mendapatkan penanganan lebih lanjut
59,Outcome,mendapatkan pengobatan paling sesuai
59,Penutup,sekian
59,Penutup,harapan
59,Penutup,salam
20,Pasien,wanita
20,Usia pasien,12 tahun
20,Gejala,seperti kadas di kaki
20,Gejala,tidak gatal
20,Gejala,melingkar
20,Gejala,berwarna merah jika digaruk
20,Gejala,bersisik
20,Penyakit,kadas
20,Pertanyaan,apakah menular
20,Pertanyaan,cara mengobati
20,Pembuka,salam
20,Pembuka,perkenalan
20,Pembuka,simpati
20,Pertanyaan,berapa keluhan
20,Gejala,ada lingkaran pada lokasi lain di tubuh
20,Gejala,kulit tampak menebal
20,Gejala,kulit lebih tinggi dari kulit sekitarnya
20,Gejala,permukaannya pecah-pecah
20,Penyakit,psoriasis
20,Penyakit,psoriasis
20,Gejala,pergantian kulit terlau cepat
20,Gejala,terkadang hilang timbul
20,Penyakit,psoriasis
20,Outcome,tidak berbahaya
20,Prakondisi,tidak dirawat engan baik
20,Outcome,menurunkan kualitas hidup
20,Outcome,menurunkan percaya diri
20,Penyebab,tidak menular
20,Penyebab,diturunkan secara genetik
20,Penyebab,kelainan kekebalan tubuh
20,Penyebab,belum diketahui penyebab pasti
20,Outcome,belum ada obat untuk menyembuhkan secara total
20,Penyakit,psoriasis
20,Penyebab,sistem kekebalan tubuh dipengaruhi oleh sel T
20,Prakondisi,orang normal
20,Tindakan,sel T membantu pertahanan tubuh
20,Tindakan,sel T menyerang bakteri atau virus
20,Prakondisi,penderita psoriasis
20,Penyebab,sel T menyerang sel kulit yang sehat
20,Outcome,tubuh meningkatkan pembentukan sel kulit yang sehat
20,Outcome,siklus pembentukan sel kulit baru terlalu cepat
20,Prakondisi,kulit manusia normal
20,Objek,pergantian kulit
20,Periode,3 – 4 minggu
20,Prakondisi,penderita psoriasis
20,Objek,pergantian kulit
20,Periode,2 – 4 hari atau lebih cepat
20,Outcome,pembentukan kulit yang tebal dan bersisik
20,Penyakit,psoriasis
20,Tindakan,menghindari infeksi
20,Tindakan,menghindari luka pada kulit
20,Tindakan,menghindari stress berlebih
20,Tindakan,menghindari cuaca dingin
20,Tindakan,menghindari merokok
20,Tindakan,menghindari minum alkohol berlebihan
20,Penyakit,psoriasis
20,Penyebab,obat belum ditemukan
20,Outcome,pengobatan hanya menekan gejala
20,Outcome,memperbaiki keadaan kulit
20,Outcome,mengurangi rasa gatal
20,Outcome,tidak pernah mencapai sembuh bebas pengobatan
20,Tindakan,pengobatan lanjutan
20,Tindakan,pemeliharaan jangka Panjang
20,Outcome,mempertahankan kondisi
20,Outcome,mengontrol kelainan kulit yang baru
20,Penyakit,psoriasis
20,Objek,derajat keparahan yang diderita
20,Objek,lokasi penyakit
20,Objek,tipe
20,Objek,usia
20,Objek,jenis kelamin
20,Objek,riawayat Kesehatan penderita
20,Penyakit,psoriasis
20,Tindakan,pengobatan luar (topical)
20,Prakondisi,luas kelainan kulit kurang dari 5 %
20,Objek,ter batubara
20,Objek,kortikosteroid
20,Objek,calcipotriol
20,Objek,antralim
20,Objek,retinoid topical (tazaroten)
20,Objek,asam salisilat
20,Objek,pimekrolimus
20,Objek,emolien
20,Objek,keratolitik
20,Penyakit,psoriasis
20,Tindakan,fototerapi
20,Prakondisi,berhasil pada pengobatan topical
20,Tindakan,pengobatan sistemik
20,Tindakan,makan obat
20,Tindakan,suntik
20,Outcome,obat diserap
20,Outcome,masuk ke dalam aliran darah
20,Outcome,tersebar ke seluruh tubuh
20,Objek,retinoid
20,Objek,metotreksat
20,Objek,siklosporin
20,Objek,azatiophrine
20,Gejala,ganggunan kulit tampak lembab
20,Gejala,pinggiran lingkaran tampak lebih merah
20,Penyakit,infeksi jamur
20,Gejala,berkaitan dengan makanan tertentu
20,Objek,udang
20,Objek,telur
20,Penyakit,dermatitis
20,Penyebab,terbatasnya data
20,Penyebab,tanpa dibarengi pemeriksaan langsung
20,Penyebab,banyaknya kemungkinan masalah kulit
20,Tindakan,memeriksakan diri ke dokter
20,Outcome,tahu penyebabnya
20,Outcome,tahu pengobatannya
20,Penutup,terima kasih
21,Pasien,anak
21,Penyakit,panu di wajah
21,Tindakan,memberikan salep panu
21,Outcome,tidak sembuh
21,Pertanyaan,apa salep panu yang baik untuk anak
21,Pembuka,salam
21,Pembuka,simpati
21,Penyakit,panu
21,Prakondisi,kebersihan tubuh tidak terkontrol
21,Outcome,dapat muncul Kembali
21,Tindakan,pengobatan konsisten dan tekun
21,Penyakit,panu
21,Objek,obat oles
21,Periode,dua minggu
21,Objek,obat minum
21,Periode,5 – 10 hari
21,Tindakan,menjaga kebersihan tubuh
21,Tindakan,rajin mandi
21,Prakondisi,pakaian sudah berkeringat
21,Tindakan,mengganti pakaian
21,Tindakan,mulai pengobatan
21,Outcome,gatal dan sisik mudah menghilang
21,Outcome,bercak hipopigmentasi sulit hilang
21,Objek,bercak hipopigmentasi
21,Prakondisi,terkena paparan sinar matahari
21,Outcome,memicu melanosit (pigmen tubuh)
21,Outcome,kembali ke warna normal kulit
21,Objek,obat yang diresepkan dokter kulit
21,Outcome,hiperpigmentasi
21,Tindakan,Berkonsultasi dengan dokter kulit
21,Penutup,anjuran
21,Artikel,"panu, penyebab dan solusinya"
21,Artikel,"Ibu, Ini Cara Mengobati Panu pada Anak"
21,Artikel,2 Cara Ampuh Mengobati Panu yang Perlu Anda Tahu
21,Penutup,terimakasih
21,Penutup,anjuran
21,Penutup,doa
22,Pasien,wanita
22,Usia pasien,17 tahun
22,Gejala,bengkak pada jari tangan
22,Gejala,bengkak pada kaki
22,Gejala,bengkak pada kulit
22,Kapan,tiba-tiba
22,Pertanyaan,akibat apa
22,Pembuka,terimakasih
22,Pertanyaan,apakah memiliki bakat alergi
22,Pertanyaan,apakah pertama kali
22,Pertanyaan,apakah tangan terpapar bahan yg menyebabkan iritasi
22,Objek,detergen
22,Objek,cairan pembersih lantai
22,Objek,pemutih pakaian
22,Pertanyaan,apakah sabun baru digunakan pertama kali
22,Prakondisi,informasi yang diberikan terbatas
22,Outcome,belum dapat menentukan diagnosis penyakit
22,Prakondisi,pertanyaan (sebelumnya) terjawab iya
22,Penyakit,dermatitis kontak iritan atau dermatitis kontak alergi
22,Outcome,menangani penyakit
22,Tindakan,menghindari alergen
22,Prakondisi,mencari tahu alergen
22,Outcome,mengurangi gejala
22,Tindakan,menggunakan pelembab
22,Objek,hipoalergenik
22,Tindakan,menggunakan steroid oles
22,Objek,mometasone furoat
22,Tindakan,pemeriksaan langsung oleh dokter
22,Referensi,anjuran membaca referensi
22,Artikel,penyebab kulit gatal
22,Artikel,hindari menggaruk kulit saat gatal
22,Artikel,kulit gatal bisa tunjukkan kondisi Kesehatan anda
22,Penutup,terimakasih
22,Penutup,harapan
23,Pasien,pria
23,Usia pasien,4 tahun
23,Gejala,kaki dan tangan muncul bintik putih dan gatal
23,Prakondisi,didiagnosa panu
23,Tindakan,dikasih obat
23,Objek,ketoconazol krim
23,Objek,ketomed
23,Objek,obat puyer
23,Periode,2 minggu
23,Outcome,tidak ada perubahan
23,Outcome,malah bertambah banyak
23,Pembuka,terimakasih
23,Pembuka,salam
23,Penyakit,infeksi jamur pada kulit
23,Tindakan,penanganan menggunakan obat
23,Tindakan,penanganan tanpa obat
23,Penyakit,infeksi jamur pada kulit
23,Tindakan,menggunakan obat oles
23,Tindakan,menggunakan krim anti jamur
23,Outcome,mengobati infeksi jamur pada kulit
23,Prakondisi,kelainan lain
23,Tindakan,membutuhkan obat minum
23,Tindakan,pemakaian obat anti jamur
23,Prakondisi,memerlukan dosis dan cara pemakaian khusus
23,Outcome,mencegah infeksi jamur
23,Penyakit,tinea unguium
23,Penyakit,jamur pada kuku
23,Tindakan,pengobatan yang memakan waktu lama
23,Periode,berbulan-bulan
23,Tindakan,memakai obat dengan cara yang tidak umum
23,Prakondisi,mengunjungi dokter
23,Tindakan,menggunakan obat antijamur
23,Outcome,menghilangkan faktor pencetus infeksi
23,Penyakit,tinea pedis
23,Gejala,jamur pada jari kaki
23,Tindakan,menjaga kondisi kaki tetap kering
23,Tindakan,menghindari kaki lembab
23,Outcome,menyembuhkan
